Timestamp,Username,What is the most important factor for you when choosing a flatmate? ,How do you prefer your flatmate’s daily routine to be? ,What level of social activity do you expect from your flatmate?  ,"How do you feel about sharing expenses with a flatmate?
",Which quality do you think is a deal-breaker in a flatmate?  ,How important is having similar hobbies or interests with your flatmate?  
2025-08-30 04:37:03,lisa17@torres-huff.com,Study/Work habits,Early bird,"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Loud or disturbing behavior,Not important (as long as we respect each other)
2025-08-30 01:57:57,sandovalwilliam@hotmail.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Unfriendly or uncooperative attitude,Somewhat important (good if we have a few things in common)
2025-08-30 09:29:03,romanjason@gmail.com,Friendly & cooperative nature,Flexible (adjusts as needed),Very social (likes to hang out often),Strictly 50-50 split,Unfriendly or uncooperative attitude,Somewhat important (good if we have a few things in common)
2025-08-31 01:25:23,teresafaulkner@garcia-mccoy.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Loud or disturbing behavior,Not important (as long as we respect each other)
2025-08-30 05:26:02,deborahboyle@hotmail.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Lack of cleanliness,Very important (I want to share activities)
2025-08-30 14:10:36,brendawagner@yahoo.com,Similar lifestyle & interests,"Night owl (stays up late, wakes up late)","Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Unfriendly or uncooperative attitude,Somewhat important (good if we have a few things in common)
2025-08-30 08:24:57,hebertdebra@delgado.com,Similar lifestyle & interests,Doesn’t matter to me,"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Loud or disturbing behavior,Very important (I want to share activities)
2025-08-30 13:16:29,sharonbrown@stokes-smith.com,Friendly & cooperative nature,Doesn’t matter to me,Mostly private (values personal space more),Strictly 50-50 split,Unfriendly or uncooperative attitude,Somewhat important (good if we have a few things in common)
2025-08-30 09:44:04,collinsseth@thomas.com,Cleanliness & hygiene,Flexible (adjusts as needed),Doesn’t matter to me,"Flexible, based on usage",Unfriendly or uncooperative attitude,Very important (I want to share activities)
2025-08-30 03:31:49,diana01@gmail.com,Cleanliness & hygiene,Early bird,"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Unfriendly or uncooperative attitude,Very important (I want to share activities)
2025-08-30 20:16:43,serranotara@yahoo.com,Friendly & cooperative nature,"Night owl (stays up late, wakes up late)",Doesn’t matter to me,Doesn’t matter as long as it’s fair,Lack of cleanliness,Somewhat important (good if we have a few things in common)
2025-08-30 12:31:47,cmitchell@massey.info,Cleanliness & hygiene,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",I prefer to keep finances separate,Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-30 16:50:50,kelliemorse@wheeler.com,Friendly & cooperative nature,"Night owl (stays up late, wakes up late)","Balanced (sometimes social, sometimes private)","Flexible, based on usage",Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-31 03:39:36,shaunmontoya@hudson.com,Friendly & cooperative nature,Early bird,"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-31 05:13:17,jeffreysingleton@palmer-freeman.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-31 10:54:39,jessica50@hotmail.com,Cleanliness & hygiene,Flexible (adjusts as needed),Mostly private (values personal space more),Strictly 50-50 split,Unfriendly or uncooperative attitude,Somewhat important (good if we have a few things in common)
2025-08-31 07:21:19,dcook@jones.biz,Cleanliness & hygiene,Flexible (adjusts as needed),Very social (likes to hang out often),Strictly 50-50 split,Loud or disturbing behavior,Very important (I want to share activities)
2025-08-31 21:37:39,riosvanessa@johnson-myers.com,Friendly & cooperative nature,Early bird,"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-31 10:15:45,heather34@le.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Loud or disturbing behavior,Somewhat important (good if we have a few things in common)
2025-08-31 21:49:36,johncunningham@carroll.com,Friendly & cooperative nature,Early bird,Mostly private (values personal space more),Doesn’t matter as long as it’s fair,Loud or disturbing behavior,Not important (as long as we respect each other)
2025-08-31 09:53:12,kjones@scott.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Unfriendly or uncooperative attitude,Somewhat important (good if we have a few things in common)
2025-08-30 21:59:33,joseph51@gray.biz,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Unfriendly or uncooperative attitude,I prefer completely different hobbies
2025-08-30 09:53:25,kbryant@shaw.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Unfriendly or uncooperative attitude,Somewhat important (good if we have a few things in common)
2025-08-30 15:18:01,cmontgomery@reynolds.com,Friendly & cooperative nature,Friendly & cooperative nature,"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Loud or disturbing behavior,Somewhat important (good if we have a few things in common)
2025-08-31 06:53:19,diana22@yahoo.com,Similar lifestyle & interests,"Night owl (stays up late, wakes up late)",Mostly private (values personal space more),Strictly 50-50 split,Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-31 05:12:30,lewispaige@yahoo.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Lack of cleanliness,Somewhat important (good if we have a few things in common)
2025-08-31 20:03:15,kruegerbryan@hotmail.com,Friendly & cooperative nature,"Night owl (stays up late, wakes up late)","Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-30 21:26:14,coryconner@foley.info,Cleanliness & hygiene,Doesn’t matter to me,"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Unfriendly or uncooperative attitude,Very important (I want to share activities)
2025-08-31 02:21:11,blackgerald@hoover.biz,Cleanliness & hygiene,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Loud or disturbing behavior,Not important (as long as we respect each other)
2025-08-31 11:49:59,rshepherd@yahoo.com,Friendly & cooperative nature,Early bird,Mostly private (values personal space more),Strictly 50-50 split,Loud or disturbing behavior,Somewhat important (good if we have a few things in common)
2025-08-30 23:10:19,nicolebrown@morgan.biz,Study/Work habits,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Loud or disturbing behavior,Not important (as long as we respect each other)
2025-08-31 02:20:04,scottadam@hotmail.com,Similar lifestyle & interests,Flexible (adjusts as needed),Mostly private (values personal space more),Strictly 50-50 split,Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-31 16:52:09,mcdanielkyle@hayes.info,Similar lifestyle & interests,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Loud or disturbing behavior,Somewhat important (good if we have a few things in common)
2025-08-30 04:42:27,zchen@hotmail.com,Friendly & cooperative nature,Doesn’t matter to me,"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-30 17:34:10,lynnkara@hotmail.com,Cleanliness & hygiene,Early bird,"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Unfriendly or uncooperative attitude,I prefer completely different hobbies
2025-08-30 02:20:18,kknight@sparks-daniels.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Unfriendly or uncooperative attitude,Somewhat important (good if we have a few things in common)
2025-08-31 11:59:25,rbrown@rasmussen.biz,Cleanliness & hygiene,Doesn’t matter to me,"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Unfriendly or uncooperative attitude,Somewhat important (good if we have a few things in common)
2025-08-31 05:03:44,ryantownsend@miller.com,Study/Work habits,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Lack of cleanliness,Not important (as long as we respect each other)
2025-08-31 06:20:06,nicholaslane@wilson.com,Study/Work habits,Early bird,"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-31 12:47:53,prodriguez@chang-evans.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Lack of cleanliness,Very important (I want to share activities)
2025-08-31 19:42:01,victoria42@yahoo.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Loud or disturbing behavior,Not important (as long as we respect each other)
2025-08-31 20:34:26,xmoore@johnston.com,Friendly & cooperative nature,Flexible (adjusts as needed),Very social (likes to hang out often),"Flexible, based on usage",Loud or disturbing behavior,Not important (as long as we respect each other)
2025-08-31 17:55:32,blakecherry@taylor.com,Cleanliness & hygiene,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-30 21:34:42,ramoskyle@ferguson.net,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Strictly 50-50 split,Unfriendly or uncooperative attitude,Very important (I want to share activities)
2025-08-31 00:31:24,mario93@gmail.com,Similar lifestyle & interests,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)","Flexible, based on usage",Unfriendly or uncooperative attitude,Not important (as long as we respect each other)
2025-08-31 14:42:49,jonathan33@thomas.com,Friendly & cooperative nature,Flexible (adjusts as needed),"Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Lack of cleanliness,Not important (as long as we respect each other)
2025-08-30 15:14:21,qgilbert@conner.com,Friendly & cooperative nature,"Night owl (stays up late, wakes up late)","Balanced (sometimes social, sometimes private)",Doesn’t matter as long as it’s fair,Loud or disturbing behavior,Somewhat important (good if we have a few things in common)
2025-08-30 13:38:22,osmith@hotmail.com,Friendly & cooperative nature,Flexible (adjusts as needed),Mostly private (values personal space more),Doesn’t matter as long as it’s fair,Loud or disturbing behavior,Not important (as long as we respect each other)
